id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,30,14,16,10,0,298.0,427.0
1,1,31,8,11,10,0,309.0,445.0
2,1,34,7,9,10,0,309.0,445.0
3,1,34,8,15,10,1,309.0,445.0
4,1,32,8,9,10,0,307.0,464.0
5,1,13,13,18,10,0,336.0,475.0
6,1,14,9,17,10,1,336.0,475.0
7,1,14,7,16,10,1,336.0,475.0
8,1,32,11,17,10,0,320.0,439.0
9,1,24,12,9,10,0,320.0,439.0
10,1,17,6,16,10,0,320.0,439.0
11,1,28,10,16,10,0,321.0,437.0
12,1,19,13,10,10,1,321.0,437.0
13,1,31,13,8,10,0,322.0,437.0
14,1,16,5,14,10,0,322.0,437.0
15,1,16,12,12,10,0,323.0,433.0
16,1,17,8,11,10,0,323.0,433.0
17,1,26,6,17,10,1,323.0,433.0
18,1,17,8,12,10,0,324.0,433.0
19,1,14,6,15,10,0,323.0,429.0
20,1,23,8,13,10,1,323.0,429.0
21,1,32,13,15,10,0,314.0,435.0
22,1,14,14,9,10,0,311.0,442.0
23,1,13,12,14,10,0,304.0,427.0
24,1,22,15,14,10,1,304.0,427.0
25,1,28,5,8,10,0,293.0,421.0
26,1,27,11,16,10,0,296.0,418.0
27,1,33,5,18,10,1,296.0,418.0
28,1,21,8,15,10,1,296.0,418.0
29,1,22,11,18,10,0,261.0,384.0
30,1,30,10,13,10,0,261.0,384.0
31,1,16,7,6,10,0,261.0,384.0
32,1,27,11,12,10,0,297.0,410.0
33,1,19,9,10,10,0,297.0,410.0
34,1,36,12,10,10,0,315.0,407.0
35,1,16,14,16,10,0,314.0,406.0
36,1,30,8,8,10,0,314.0,406.0
37,1,18,10,14,10,0,321.0,391.0
38,1,22,13,12,10,0,321.0,398.0
39,1,19,7,14,10,0,321.0,398.0
40,1,32,14,9,10,0,314.0,394.0
41,1,34,10,12,10,0,313.0,378.0
42,1,23,11,16,10,0,313.0,378.0
43,1,23,8,15,10,0,304.0,382.0
44,1,24,8,16,10,1,304.0,382.0
45,1,35,12,10,10,1,295.0,402.0
46,1,26,7,17,10,1,295.0,402.0
47,1,35,10,11,10,0,283.0,406.0
48,1,31,10,9,10,0,283.0,406.0
49,1,14,12,13,10,0,283.0,406.0
50,1,22,12,12,10,0,279.0,399.0
51,1,17,6,13,10,0,279.0,399.0
52,1,21,13,8,10,1,279.0,399.0
53,1,23,8,14,10,0,271.0,401.0
54,1,16,11,14,10,0,271.0,401.0
55,1,21,5,8,10,0,271.0,401.0
56,1,13,9,14,10,0,264.0,414.0
57,1,22,6,10,10,0,264.0,414.0
58,1,17,13,16,10,1,264.0,414.0
59,1,27,6,13,10,0,277.0,439.0
60,1,13,15,13,10,1,277.0,439.0
61,1,26,11,7,10,1,277.0,439.0
62,1,32,11,17,10,0,290.0,434.0
63,1,25,10,15,10,0,290.0,434.0
64,1,35,12,8,10,0,290.0,434.0
65,1,14,13,13,10,0,319.0,433.0
66,1,17,7,12,10,0,319.0,433.0
67,1,28,6,18,10,1,319.0,433.0
