id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,30,13,9,10,0,298.0,427.0
1,1,18,7,16,10,0,298.0,427.0
2,1,21,14,10,10,1,309.0,445.0
3,1,28,8,12,10,1,309.0,445.0
4,1,29,7,10,10,1,309.0,445.0
5,1,26,11,16,10,0,307.0,464.0
6,1,13,14,12,10,0,307.0,464.0
7,1,24,9,7,10,0,307.0,464.0
8,1,29,11,10,10,0,336.0,475.0
9,1,18,14,11,10,0,336.0,475.0
10,1,34,8,8,10,0,336.0,475.0
11,1,19,7,15,10,0,320.0,439.0
12,1,26,7,10,10,0,320.0,439.0
13,1,17,14,9,10,0,321.0,437.0
14,1,30,15,6,10,1,321.0,437.0
15,1,14,7,12,10,1,321.0,437.0
16,1,32,13,16,10,0,322.0,437.0
17,1,34,7,7,10,0,322.0,437.0
18,1,28,14,10,10,0,323.0,433.0
19,1,23,10,18,10,1,323.0,433.0
20,1,28,12,10,10,1,323.0,433.0
21,1,35,14,15,10,0,324.0,433.0
22,1,14,10,11,10,0,324.0,433.0
23,1,21,13,17,10,0,323.0,429.0
24,1,21,12,8,10,0,323.0,429.0
25,1,35,12,16,10,0,314.0,435.0
26,1,14,11,16,10,0,314.0,435.0
27,1,21,12,11,10,1,314.0,435.0
28,1,14,7,11,10,0,311.0,442.0
29,1,27,5,16,10,1,311.0,442.0
30,1,28,9,11,10,0,304.0,427.0
31,1,15,5,17,10,0,304.0,427.0
32,1,18,12,14,10,1,304.0,427.0
33,1,34,10,11,10,1,293.0,421.0
34,1,28,5,10,10,1,293.0,421.0
35,1,28,6,15,10,0,296.0,418.0
36,1,25,14,18,10,0,261.0,384.0
37,1,21,12,8,10,0,297.0,410.0
38,1,36,5,9,10,0,297.0,410.0
39,1,26,8,17,10,0,315.0,407.0
40,1,21,10,10,10,0,315.0,407.0
41,1,28,6,9,10,0,315.0,407.0
42,1,32,7,9,10,1,314.0,406.0
43,1,35,11,7,10,0,321.0,391.0
44,1,16,11,15,10,0,321.0,391.0
45,1,15,9,16,10,0,321.0,391.0
46,1,29,13,11,10,0,321.0,398.0
47,1,16,13,9,10,0,321.0,398.0
48,1,25,9,7,10,0,321.0,398.0
49,1,22,6,10,10,0,314.0,394.0
50,1,24,6,7,10,0,314.0,394.0
51,1,16,8,18,10,0,313.0,378.0
52,1,12,11,9,10,0,313.0,378.0
53,1,20,9,17,10,1,313.0,378.0
54,1,21,10,18,10,0,304.0,382.0
55,1,17,11,8,10,0,304.0,382.0
56,1,27,13,7,10,1,304.0,382.0
57,1,20,13,14,10,0,295.0,402.0
58,1,29,10,8,10,0,295.0,402.0
59,1,30,11,14,10,0,283.0,406.0
60,1,28,6,13,10,0,283.0,406.0
61,1,17,5,10,10,0,283.0,406.0
62,1,35,9,14,10,1,279.0,399.0
63,1,12,11,11,10,0,271.0,401.0
64,1,33,15,17,10,1,271.0,401.0
65,1,23,12,15,10,0,264.0,414.0
66,1,29,14,6,10,1,264.0,414.0
67,1,23,6,18,10,0,277.0,439.0
68,1,20,13,17,10,0,290.0,434.0
69,1,18,11,16,10,0,319.0,433.0
70,1,32,13,7,10,0,319.0,433.0
71,1,16,11,6,10,0,319.0,433.0
