id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,31,9,17,10,0,37.0,52.0
1,1,29,10,16,10,0,37.0,52.0
2,1,15,7,10,10,0,37.0,52.0
3,1,20,14,10,10,0,49.0,49.0
4,1,22,11,17,10,0,52.0,64.0
5,1,28,14,7,10,0,52.0,64.0
6,1,27,5,17,10,1,52.0,64.0
7,1,12,15,11,10,0,20.0,26.0
8,1,35,6,17,10,0,40.0,30.0
9,1,27,6,9,10,1,40.0,30.0
10,1,30,12,10,10,0,21.0,47.0
11,1,30,7,8,10,1,21.0,47.0
12,1,33,13,14,10,0,17.0,63.0
13,1,27,12,13,10,0,17.0,63.0
14,1,24,11,14,10,1,17.0,63.0
15,1,15,5,17,10,0,31.0,62.0
16,1,13,11,8,10,0,31.0,62.0
17,1,16,11,13,10,1,31.0,62.0
18,1,24,5,11,10,0,52.0,33.0
19,1,20,15,6,10,1,52.0,33.0
20,1,17,8,17,10,0,51.0,21.0
21,1,19,6,9,10,0,51.0,21.0
22,1,14,15,12,10,1,51.0,21.0
23,1,32,14,11,10,0,42.0,41.0
24,1,33,11,10,10,0,42.0,41.0
25,1,35,14,15,10,0,31.0,32.0
26,1,34,7,14,10,1,31.0,32.0
27,1,26,7,13,10,1,5.0,25.0
28,1,13,15,11,10,1,12.0,42.0
29,1,32,6,10,10,0,36.0,16.0
30,1,19,8,8,10,0,36.0,16.0
31,1,22,8,10,10,1,52.0,41.0
32,1,28,5,8,10,1,52.0,41.0
33,1,27,7,11,10,0,27.0,23.0
34,1,30,13,16,10,0,17.0,33.0
35,1,33,7,17,10,0,17.0,33.0
36,1,20,13,15,10,0,13.0,13.0
37,1,34,11,9,10,0,13.0,13.0
38,1,30,7,15,10,0,13.0,13.0
39,1,30,13,12,10,0,57.0,58.0
40,1,22,13,10,10,1,57.0,58.0
41,1,15,12,9,10,1,57.0,58.0
42,1,18,14,8,10,0,62.0,42.0
43,1,27,10,13,10,1,62.0,42.0
44,1,18,14,13,10,0,42.0,57.0
45,1,13,8,16,10,0,42.0,57.0
46,1,20,13,16,10,0,16.0,57.0
47,1,34,12,7,10,0,16.0,57.0
48,1,23,10,10,10,0,8.0,52.0
49,1,28,8,9,10,0,8.0,52.0
50,1,17,5,6,10,1,8.0,52.0
51,1,13,9,9,10,0,7.0,38.0
52,1,31,7,12,10,1,27.0,68.0
53,1,27,14,17,10,0,30.0,48.0
54,1,18,13,12,10,0,43.0,67.0
55,1,33,6,14,10,0,43.0,67.0
56,1,22,6,13,10,0,43.0,67.0
57,1,28,14,16,10,0,58.0,48.0
58,1,35,7,8,10,0,58.0,48.0
59,1,30,8,17,10,0,58.0,27.0
60,1,23,13,7,10,0,58.0,27.0
61,1,23,7,9,10,0,58.0,27.0
62,1,33,9,12,10,0,37.0,69.0
63,1,27,11,14,10,0,38.0,46.0
64,1,31,10,7,10,0,38.0,46.0
65,1,15,12,12,10,0,46.0,10.0
66,1,22,10,13,10,0,61.0,33.0
67,1,28,5,7,10,0,61.0,33.0
68,1,34,9,14,10,1,61.0,33.0
69,1,28,14,7,10,1,62.0,63.0
70,1,29,12,7,10,0,63.0,69.0
71,1,30,11,16,10,0,32.0,22.0
72,1,30,8,15,10,1,32.0,22.0
73,1,31,8,14,10,1,32.0,22.0
74,1,16,15,8,10,0,45.0,35.0
75,1,34,10,8,10,0,59.0,15.0
76,1,29,10,15,10,0,5.0,6.0
77,1,17,7,10,10,0,5.0,6.0
78,1,15,15,15,10,0,10.0,17.0
79,1,36,13,7,10,1,10.0,17.0
80,1,16,12,16,10,1,21.0,10.0
81,1,15,9,9,10,1,21.0,10.0
82,1,23,7,8,10,0,5.0,64.0
83,1,20,6,8,10,0,5.0,64.0
84,1,16,12,18,10,0,30.0,15.0
85,1,13,15,8,10,0,30.0,15.0
86,1,14,14,16,10,0,39.0,10.0
87,1,22,5,16,10,0,39.0,10.0
88,1,34,9,7,10,1,39.0,10.0
89,1,16,13,11,10,0,32.0,39.0
90,1,27,12,10,10,0,25.0,32.0
91,1,27,10,8,10,0,25.0,32.0
92,1,23,6,8,10,0,25.0,55.0
93,1,14,11,15,10,0,48.0,28.0
94,1,35,8,6,10,0,48.0,28.0
95,1,12,7,17,10,0,48.0,28.0
96,1,20,5,13,10,0,56.0,37.0
97,1,31,11,16,10,1,56.0,37.0
98,1,28,5,7,10,1,56.0,37.0
