id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,30,5,7,10,1,37.0,52.0
1,1,29,8,15,10,1,49.0,49.0
2,1,33,15,16,10,0,52.0,64.0
3,1,36,5,6,10,0,52.0,64.0
4,1,15,15,17,10,0,20.0,26.0
5,1,13,7,15,10,0,40.0,30.0
6,1,15,10,8,10,0,40.0,30.0
7,1,12,14,12,10,0,21.0,47.0
8,1,27,11,6,10,0,21.0,47.0
9,1,20,9,16,10,1,21.0,47.0
10,1,23,7,10,10,0,17.0,63.0
11,1,21,7,10,10,1,17.0,63.0
12,1,15,14,12,10,0,31.0,62.0
13,1,27,8,7,10,0,31.0,62.0
14,1,31,6,9,10,1,31.0,62.0
15,1,24,7,10,10,1,52.0,33.0
16,1,25,12,14,10,0,51.0,21.0
17,1,31,15,15,10,0,42.0,41.0
18,1,19,13,14,10,0,42.0,41.0
19,1,16,13,10,10,0,42.0,41.0
20,1,31,8,9,10,0,31.0,32.0
21,1,21,7,14,10,0,31.0,32.0
22,1,29,7,7,10,0,31.0,32.0
23,1,34,11,16,10,0,5.0,25.0
24,1,26,13,17,10,0,5.0,25.0
25,1,28,10,11,10,0,5.0,25.0
26,1,27,13,14,10,0,12.0,42.0
27,1,33,11,12,10,0,12.0,42.0
28,1,17,10,8,10,0,12.0,42.0
29,1,33,12,18,10,0,36.0,16.0
30,1,23,12,9,10,1,36.0,16.0
31,1,34,6,9,10,1,36.0,16.0
