id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,13,9,11,10,0,151.0,264.0
1,1,21,15,6,10,0,159.0,261.0
2,1,25,15,14,10,1,159.0,261.0
3,1,34,8,7,10,1,130.0,254.0
4,1,19,13,7,10,1,130.0,254.0
5,1,30,6,11,10,0,128.0,252.0
6,1,26,13,16,10,0,163.0,247.0
7,1,17,10,11,10,0,163.0,247.0
8,1,32,13,11,10,0,146.0,246.0
9,1,29,6,14,10,0,161.0,242.0
10,1,23,9,11,10,0,161.0,242.0
11,1,19,9,13,10,1,161.0,242.0
12,1,23,14,10,10,0,142.0,239.0
13,1,26,12,8,10,1,142.0,239.0
14,1,31,7,6,10,0,163.0,236.0
15,1,31,6,11,10,1,163.0,236.0
16,1,34,8,10,10,0,148.0,232.0
17,1,29,14,10,10,0,128.0,231.0
18,1,14,5,16,10,0,128.0,231.0
19,1,26,5,6,10,1,128.0,231.0
20,1,25,10,11,10,0,156.0,217.0
21,1,15,14,12,10,1,156.0,217.0
22,1,34,11,11,10,0,129.0,214.0
23,1,29,11,7,10,0,146.0,208.0
24,1,17,9,13,10,0,146.0,208.0
25,1,19,9,7,10,0,146.0,208.0
26,1,33,7,15,10,0,164.0,208.0
27,1,26,6,9,10,0,164.0,208.0
28,1,17,10,10,10,1,164.0,208.0
29,1,29,9,7,10,0,141.0,206.0
30,1,14,8,8,10,0,141.0,206.0
31,1,33,6,14,10,0,147.0,193.0
32,1,26,8,10,10,1,147.0,193.0
33,1,30,15,15,10,0,164.0,193.0
34,1,28,6,11,10,0,129.0,189.0
35,1,15,14,8,10,0,129.0,189.0
36,1,30,11,11,10,1,129.0,189.0
37,1,24,11,18,10,0,155.0,185.0
38,1,19,5,7,10,1,155.0,185.0
39,1,17,7,14,10,0,139.0,182.0
