id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,23,11,10,10,0,-12.0,-6.0
1,1,24,10,9,10,0,-12.0,-6.0
2,1,29,5,12,10,0,-12.0,-6.0
3,1,12,13,12,10,0,-15.0,-5.0
4,1,30,5,11,10,0,-15.0,-5.0
5,1,16,6,13,10,0,-1.0,-18.0
6,1,31,9,10,10,0,2.0,-21.0
7,1,33,13,14,10,0,-1.0,-17.0
8,1,28,13,12,10,0,-1.0,-17.0
9,1,23,6,9,10,0,-9.0,-12.0
10,1,32,10,16,10,1,-9.0,-12.0
11,1,17,13,12,10,1,-9.0,-12.0
12,1,26,13,12,10,0,2.0,-22.0
13,1,32,13,12,10,0,1.0,-21.0
14,1,36,12,16,10,0,7.0,-25.0
15,1,20,11,16,10,1,-7.0,-17.0
16,1,34,5,15,10,1,-7.0,-17.0
17,1,21,7,9,10,1,-11.0,-5.0
18,1,21,14,12,10,0,-14.0,-9.0
19,1,23,9,13,10,1,-14.0,-9.0
20,1,18,6,12,10,1,-14.0,-9.0
21,1,13,11,7,10,0,-14.0,-8.0
22,1,35,11,13,10,0,-11.0,-2.0
23,1,26,7,18,10,0,-11.0,-2.0
24,1,33,12,8,10,1,-11.0,-2.0
25,1,31,13,9,10,0,-14.0,-5.0
26,1,28,10,10,10,0,-15.0,-9.0
27,1,18,7,14,10,0,-15.0,-9.0
28,1,20,8,16,10,0,-15.0,-8.0
29,1,17,13,7,10,0,-15.0,-8.0
30,1,32,13,14,10,1,-15.0,-8.0
31,1,22,10,17,10,1,-9.0,-6.0
32,1,12,14,13,10,1,-9.0,-6.0
33,1,32,7,14,10,1,-14.0,-4.0
34,1,13,13,16,10,1,3.0,6.0
35,1,19,10,11,10,1,3.0,6.0
36,1,24,13,8,10,0,5.0,9.0
37,1,27,9,15,10,0,5.0,10.0
38,1,27,11,8,10,0,5.0,10.0
39,1,32,5,6,10,1,5.0,10.0
40,1,23,10,11,10,0,2.0,8.0
41,1,16,6,6,10,0,2.0,8.0
42,1,25,15,13,10,1,2.0,8.0
43,1,16,15,13,10,0,1.0,9.0
44,1,25,7,15,10,0,1.0,9.0
45,1,22,14,11,10,1,1.0,10.0
46,1,35,14,17,10,0,2.0,9.0
47,1,26,8,16,10,0,2.0,9.0
48,1,23,8,17,10,0,2.0,9.0
49,1,15,12,17,10,0,6.0,14.0
50,1,17,8,7,10,0,6.0,14.0
51,1,13,5,9,10,0,6.0,14.0
52,1,18,14,8,10,0,5.0,12.0
53,1,30,8,15,10,1,5.0,12.0
54,1,17,15,8,10,1,5.0,12.0
55,1,31,7,17,10,0,3.0,7.0
56,1,22,9,9,10,0,3.0,7.0
57,1,21,9,7,10,0,3.0,7.0
58,1,26,11,6,10,0,4.0,8.0
59,1,23,6,8,10,0,4.0,8.0
60,1,29,6,14,10,1,4.0,8.0
61,1,35,7,10,10,0,-6.0,1.0
62,1,20,12,18,10,1,-6.0,1.0
63,1,25,7,7,10,1,-6.0,1.0
64,1,22,12,10,10,0,-6.0,2.0
65,1,20,6,13,10,0,-6.0,2.0
66,1,22,6,10,10,0,-6.0,2.0
67,1,25,13,11,10,0,-8.0,-2.0
68,1,27,6,12,10,0,-8.0,-2.0
69,1,25,11,9,10,1,-8.0,-2.0
70,1,27,8,16,10,0,-7.0,2.0
71,1,32,9,9,10,0,-7.0,2.0
72,1,16,6,17,10,0,-7.0,2.0
73,1,24,13,15,10,0,-7.0,-3.0
74,1,26,12,13,10,0,-7.0,-3.0
75,1,19,13,16,10,0,-7.0,-3.0
76,1,23,13,9,10,0,-7.0,-2.0
77,1,23,5,16,10,0,-7.0,-2.0
78,1,32,15,11,10,0,-20.0,12.0
79,1,33,12,13,10,0,-20.0,12.0
80,1,14,10,9,10,0,-20.0,12.0
81,1,27,12,16,10,0,-20.0,13.0
82,1,20,10,17,10,0,-12.0,10.0
83,1,17,13,15,10,0,-12.0,10.0
84,1,24,7,15,10,0,-12.0,10.0
85,1,33,10,18,10,0,-20.0,15.0
86,1,31,6,16,10,0,-20.0,15.0
87,1,26,6,6,10,0,-20.0,15.0
88,1,17,15,17,10,0,-6.0,8.0
89,1,17,13,17,10,0,-6.0,8.0
90,1,15,12,8,10,0,2.0,21.0
91,1,15,7,7,10,0,2.0,21.0
92,1,14,8,18,10,1,2.0,21.0
93,1,35,10,12,10,1,2.0,22.0
94,1,28,6,16,10,0,1.0,21.0
95,1,28,15,14,10,0,-1.0,24.0
96,1,30,12,16,10,0,-1.0,24.0
97,1,17,15,13,10,0,-1.0,24.0
98,1,31,13,7,10,0,1.0,22.0
99,1,23,5,13,10,0,1.0,22.0
100,1,18,12,9,10,1,-2.0,20.0
101,1,31,7,11,10,0,-2.0,21.0
102,1,20,7,7,10,0,-2.0,21.0
103,1,31,7,14,10,1,-2.0,21.0
104,1,15,8,8,10,0,-4.0,18.0
105,1,17,12,16,10,0,-4.0,19.0
106,1,26,5,15,10,0,-4.0,19.0
107,1,15,9,12,10,0,-4.0,19.0
108,1,25,9,18,10,0,-5.0,18.0
109,1,12,11,9,10,0,-5.0,18.0
110,1,15,7,9,10,0,-5.0,26.0
111,1,32,8,16,10,1,-5.0,26.0
112,1,26,9,10,10,1,-5.0,26.0
113,1,27,13,15,10,0,1.0,23.0
114,1,27,12,8,10,0,1.0,23.0
115,1,14,7,6,10,0,-6.0,5.0
116,1,30,12,18,10,0,-6.0,6.0
117,1,19,11,17,10,0,-6.0,6.0
118,1,14,5,11,10,1,-6.0,6.0
119,1,28,13,16,10,0,-9.0,6.0
120,1,29,15,15,10,1,-9.0,6.0
121,1,30,8,13,10,1,-9.0,6.0
122,1,13,9,13,10,0,-9.0,7.0
123,1,33,10,18,10,1,-9.0,7.0
124,1,24,6,10,10,0,-12.0,5.0
125,1,14,8,10,10,0,-12.0,6.0
126,1,24,8,16,10,1,-11.0,3.0
127,1,31,12,6,10,0,-11.0,4.0
128,1,33,6,16,10,0,-14.0,4.0
129,1,29,15,14,10,1,-14.0,4.0
130,1,30,12,14,10,1,-14.0,4.0
131,1,36,10,17,10,0,-14.0,5.0
132,1,19,15,10,10,0,-14.0,5.0
133,1,17,12,12,10,0,-15.0,4.0
134,1,16,5,16,10,1,-15.0,4.0
135,1,20,14,16,10,0,-15.0,5.0
136,1,22,5,10,10,0,-15.0,5.0
137,1,15,5,7,10,0,-15.0,5.0
138,1,31,5,8,10,0,-16.0,7.0
139,1,34,13,15,10,0,-16.0,8.0
140,1,16,6,11,10,0,-16.0,8.0
141,1,16,13,10,10,0,-15.0,10.0
142,1,28,15,9,10,1,-20.0,10.0
143,1,21,12,15,10,0,-5.0,19.0
144,1,34,12,13,10,1,-5.0,19.0
145,1,32,7,15,10,0,-9.0,-11.0
146,1,23,7,13,10,1,-9.0,-11.0
