id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,23,11,11,10,0,22.0,22.0
1,1,32,5,15,10,0,22.0,22.0
2,1,18,14,18,10,0,36.0,26.0
3,1,18,14,11,10,0,36.0,26.0
4,1,26,13,8,10,1,36.0,26.0
5,1,30,14,11,10,0,21.0,45.0
6,1,26,5,16,10,0,45.0,35.0
7,1,24,6,8,10,0,45.0,35.0
8,1,30,13,17,10,1,45.0,35.0
9,1,30,13,7,10,0,55.0,20.0
10,1,35,5,6,10,0,55.0,20.0
11,1,33,10,7,10,0,33.0,34.0
12,1,36,6,16,10,1,33.0,34.0
13,1,29,8,13,10,1,33.0,34.0
14,1,35,6,7,10,0,50.0,50.0
15,1,36,9,12,10,1,55.0,45.0
16,1,32,10,15,10,0,26.0,59.0
17,1,20,7,9,10,0,26.0,59.0
18,1,31,7,6,10,1,26.0,59.0
19,1,21,10,17,10,0,40.0,66.0
20,1,27,8,16,10,0,40.0,66.0
21,1,31,6,13,10,0,55.0,65.0
22,1,36,13,7,10,0,35.0,51.0
23,1,20,8,18,10,1,35.0,51.0
24,1,17,10,13,10,0,62.0,35.0
25,1,23,12,9,10,0,62.0,57.0
26,1,28,7,11,10,1,62.0,57.0
27,1,17,13,17,10,0,62.0,24.0
28,1,34,12,7,10,0,62.0,24.0
29,1,29,8,17,10,0,21.0,36.0
30,1,28,6,17,10,0,21.0,36.0
31,1,17,7,10,10,0,21.0,36.0
32,1,27,13,11,10,0,33.0,44.0
33,1,29,6,16,10,0,33.0,44.0
34,1,12,12,11,10,1,33.0,44.0
35,1,22,5,11,10,0,9.0,56.0
36,1,19,14,17,10,1,9.0,56.0
37,1,25,11,15,10,1,9.0,56.0
38,1,30,6,14,10,0,62.0,48.0
39,1,15,11,9,10,0,62.0,48.0
40,1,35,14,9,10,0,66.0,14.0
41,1,16,15,15,10,0,66.0,14.0
42,1,33,11,7,10,0,66.0,14.0
43,1,24,8,10,10,0,44.0,13.0
44,1,21,5,16,10,0,44.0,13.0
45,1,30,11,14,10,1,44.0,13.0
46,1,28,15,16,10,0,26.0,13.0
47,1,23,12,10,10,0,26.0,13.0
48,1,30,13,11,10,0,11.0,28.0
49,1,28,7,9,10,0,11.0,28.0
50,1,16,6,11,10,0,11.0,28.0
51,1,29,8,7,10,0,7.0,43.0
52,1,16,5,14,10,0,17.0,64.0
53,1,17,7,16,10,1,17.0,64.0
54,1,25,5,13,10,1,41.0,46.0
55,1,18,11,11,10,0,55.0,34.0
56,1,14,7,12,10,0,55.0,34.0
57,1,16,7,9,10,0,35.0,16.0
58,1,14,12,17,10,1,52.0,26.0
59,1,29,7,9,10,1,52.0,26.0
60,1,14,9,8,10,0,43.0,26.0
61,1,19,5,13,10,0,31.0,76.0
62,1,31,15,14,10,0,22.0,53.0
63,1,22,9,18,10,0,22.0,53.0
64,1,26,5,16,10,0,22.0,53.0
65,1,13,10,7,10,0,26.0,29.0
66,1,24,12,16,10,1,26.0,29.0
67,1,35,7,13,10,0,50.0,40.0
68,1,20,11,11,10,0,50.0,40.0
69,1,14,6,10,10,0,55.0,50.0
70,1,20,13,14,10,1,55.0,50.0
71,1,33,12,8,10,0,54.0,10.0
72,1,17,10,13,10,0,60.0,15.0
73,1,28,8,16,10,1,60.0,15.0
74,1,19,10,6,10,0,47.0,66.0
75,1,24,12,14,10,0,30.0,60.0
76,1,20,9,10,10,0,30.0,60.0
77,1,27,12,9,10,0,30.0,50.0
78,1,16,7,8,10,0,30.0,50.0
