id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,24,7,9,10,0,52.0,41.0
1,1,30,7,17,10,0,27.0,23.0
2,1,33,9,7,10,0,17.0,33.0
3,1,34,10,10,10,0,13.0,13.0
4,1,32,7,13,10,0,13.0,13.0
5,1,12,10,17,10,0,13.0,13.0
6,1,33,13,17,10,1,57.0,58.0
7,1,18,12,11,10,0,62.0,42.0
8,1,18,11,9,10,1,62.0,42.0
9,1,36,11,8,10,0,42.0,57.0
10,1,13,7,14,10,0,42.0,57.0
11,1,34,15,17,10,0,16.0,57.0
12,1,27,15,11,10,0,16.0,57.0
13,1,19,12,15,10,0,16.0,57.0
14,1,14,13,18,10,0,8.0,52.0
15,1,17,11,12,10,0,7.0,38.0
16,1,22,8,9,10,0,27.0,68.0
17,1,24,5,13,10,1,27.0,68.0
18,1,12,7,15,10,0,30.0,48.0
19,1,36,14,15,10,0,43.0,67.0
20,1,34,5,15,10,0,43.0,67.0
21,1,25,12,8,10,0,43.0,67.0
22,1,24,13,16,10,0,58.0,48.0
23,1,31,14,11,10,0,58.0,48.0
24,1,19,5,14,10,1,58.0,48.0
25,1,20,8,18,10,0,58.0,27.0
26,1,19,6,9,10,0,58.0,27.0
27,1,36,14,15,10,1,37.0,69.0
28,1,34,11,12,10,0,38.0,46.0
29,1,34,7,12,10,0,38.0,46.0
30,1,13,7,17,10,1,38.0,46.0
31,1,32,9,15,10,0,46.0,10.0
32,1,22,5,7,10,0,46.0,10.0
33,1,35,13,9,10,1,46.0,10.0
34,1,30,13,13,10,0,61.0,33.0
35,1,21,7,11,10,0,61.0,33.0
36,1,33,9,15,10,1,61.0,33.0
37,1,16,13,9,10,0,62.0,63.0
38,1,28,12,13,10,1,62.0,63.0
39,1,34,7,18,10,0,63.0,69.0
40,1,34,11,14,10,0,32.0,22.0
41,1,17,11,8,10,0,45.0,35.0
42,1,33,13,15,10,1,45.0,35.0
43,1,13,7,17,10,1,45.0,35.0
44,1,24,11,11,10,0,59.0,15.0
45,1,19,7,7,10,0,59.0,15.0
46,1,15,9,7,10,1,59.0,15.0
47,1,24,13,16,10,0,5.0,6.0
48,1,13,15,18,10,0,5.0,6.0
49,1,15,12,11,10,0,5.0,6.0
