id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,20,13,14,10,0,22.0,22.0
1,1,34,9,7,10,0,36.0,26.0
2,1,26,10,11,10,0,21.0,45.0
3,1,13,12,17,10,0,21.0,45.0
4,1,22,6,10,10,1,21.0,45.0
5,1,26,15,7,10,0,45.0,35.0
6,1,31,13,15,10,1,45.0,35.0
7,1,16,15,13,10,0,55.0,20.0
8,1,27,7,16,10,0,55.0,20.0
9,1,35,12,9,10,0,33.0,34.0
10,1,30,14,6,10,1,33.0,34.0
11,1,33,11,10,10,0,50.0,50.0
12,1,35,6,7,10,0,50.0,50.0
13,1,22,12,9,10,0,55.0,45.0
14,1,32,6,17,10,0,26.0,59.0
15,1,30,15,10,10,1,26.0,59.0
16,1,14,13,16,10,0,40.0,66.0
17,1,27,9,11,10,1,40.0,66.0
18,1,28,10,11,10,0,55.0,65.0
19,1,19,11,17,10,0,35.0,51.0
20,1,32,14,15,10,1,35.0,51.0
21,1,20,14,10,10,0,62.0,35.0
22,1,18,7,13,10,0,62.0,35.0
23,1,24,8,13,10,1,62.0,57.0
24,1,24,15,17,10,1,62.0,24.0
25,1,32,10,9,10,1,62.0,24.0
26,1,20,15,16,10,0,21.0,36.0
27,1,22,8,9,10,0,21.0,36.0
28,1,22,7,7,10,0,21.0,36.0
29,1,25,11,12,10,0,33.0,44.0
30,1,29,9,11,10,0,33.0,44.0
31,1,24,11,12,10,0,9.0,56.0
32,1,34,9,9,10,0,9.0,56.0
33,1,27,11,15,10,0,62.0,48.0
34,1,34,13,15,10,0,66.0,14.0
35,1,26,8,16,10,0,66.0,14.0
36,1,14,12,10,10,1,44.0,13.0
37,1,29,14,15,10,0,26.0,13.0
38,1,21,14,8,10,0,26.0,13.0
39,1,14,10,9,10,0,26.0,13.0
40,1,21,11,12,10,1,11.0,28.0
41,1,29,6,12,10,1,11.0,28.0
42,1,35,13,13,10,0,7.0,43.0
43,1,27,11,14,10,1,7.0,43.0
44,1,13,11,11,10,0,17.0,64.0
45,1,19,5,10,10,1,17.0,64.0
46,1,28,13,16,10,0,41.0,46.0
47,1,17,6,8,10,0,41.0,46.0
48,1,18,15,14,10,0,55.0,34.0
49,1,28,6,9,10,0,55.0,34.0
50,1,34,6,11,10,0,35.0,16.0
51,1,29,6,11,10,0,52.0,26.0
52,1,36,12,11,10,0,43.0,26.0
53,1,32,8,14,10,0,43.0,26.0
54,1,23,8,15,10,0,43.0,26.0
55,1,19,11,9,10,0,31.0,76.0
56,1,23,8,10,10,1,31.0,76.0
57,1,12,14,11,10,0,22.0,53.0
58,1,18,5,11,10,0,22.0,53.0
59,1,16,12,16,10,1,26.0,29.0
60,1,26,14,11,10,1,50.0,40.0
61,1,18,12,15,10,0,55.0,50.0
62,1,16,14,14,10,0,55.0,50.0
63,1,26,13,14,10,0,54.0,10.0
64,1,24,14,14,10,0,54.0,10.0
65,1,24,15,9,10,0,54.0,10.0
66,1,13,14,16,10,0,60.0,15.0
67,1,27,10,13,10,0,47.0,66.0
68,1,29,8,18,10,1,47.0,66.0
69,1,23,12,13,10,0,30.0,60.0
70,1,21,9,17,10,0,30.0,60.0
71,1,30,9,8,10,0,30.0,50.0
72,1,16,5,14,10,0,30.0,50.0
73,1,25,8,18,10,0,12.0,17.0
74,1,17,10,10,10,0,12.0,17.0
75,1,21,11,7,10,0,12.0,17.0
76,1,35,13,15,10,0,15.0,14.0
77,1,33,7,15,10,0,15.0,14.0
78,1,25,10,8,10,0,15.0,14.0
79,1,17,14,16,10,1,16.0,19.0
80,1,12,13,17,10,0,21.0,48.0
81,1,13,14,13,10,0,21.0,48.0
82,1,25,6,9,10,0,21.0,48.0
83,1,34,7,14,10,0,50.0,30.0
84,1,35,14,12,10,1,50.0,30.0
85,1,19,15,11,10,1,51.0,42.0
86,1,27,8,8,10,1,51.0,42.0
87,1,15,8,10,10,0,50.0,15.0
88,1,27,12,14,10,0,48.0,21.0
89,1,19,8,6,10,0,48.0,21.0
90,1,17,8,11,10,0,12.0,38.0
91,1,13,12,8,10,0,12.0,38.0
92,1,27,14,15,10,0,15.0,56.0
93,1,12,14,12,10,0,15.0,56.0
94,1,20,8,8,10,0,29.0,39.0
95,1,22,8,7,10,0,54.0,38.0
96,1,27,8,14,10,1,54.0,38.0
97,1,34,12,13,10,0,55.0,57.0
98,1,14,5,12,10,0,67.0,41.0
99,1,36,12,15,10,0,10.0,70.0
100,1,32,15,16,10,0,6.0,25.0
