id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,13,7,13,10,0,22.0,22.0
1,1,30,12,14,10,0,36.0,26.0
2,1,28,8,12,10,0,36.0,26.0
3,1,29,8,8,10,0,36.0,26.0
4,1,21,7,16,10,0,21.0,45.0
5,1,15,5,15,10,0,45.0,35.0
6,1,19,7,7,10,0,55.0,20.0
7,1,27,7,16,10,1,55.0,20.0
8,1,28,5,9,10,0,33.0,34.0
9,1,14,11,6,10,0,33.0,34.0
10,1,23,14,11,10,0,50.0,50.0
11,1,30,13,6,10,0,50.0,50.0
12,1,22,15,17,10,1,50.0,50.0
13,1,30,13,10,10,0,55.0,45.0
14,1,13,5,17,10,0,55.0,45.0
15,1,19,6,10,10,0,26.0,59.0
16,1,30,14,10,10,0,40.0,66.0
17,1,19,13,15,10,0,40.0,66.0
18,1,16,10,16,10,1,40.0,66.0
19,1,30,8,14,10,0,55.0,65.0
20,1,29,10,17,10,0,35.0,51.0
21,1,22,14,10,10,0,35.0,51.0
22,1,27,8,10,10,0,35.0,51.0
23,1,30,9,8,10,0,62.0,35.0
24,1,14,15,7,10,0,62.0,35.0
25,1,14,7,10,10,0,62.0,35.0
26,1,34,7,13,10,1,62.0,57.0
27,1,34,7,16,10,0,62.0,24.0
28,1,13,7,15,10,0,62.0,24.0
29,1,32,6,15,10,1,21.0,36.0
30,1,27,8,15,10,0,33.0,44.0
31,1,16,8,14,10,0,33.0,44.0
32,1,19,15,16,10,0,9.0,56.0
33,1,26,10,11,10,0,62.0,48.0
34,1,20,10,13,10,0,62.0,48.0
35,1,26,6,8,10,0,66.0,14.0
36,1,25,11,15,10,1,66.0,14.0
37,1,35,12,11,10,1,44.0,13.0
38,1,25,6,7,10,0,26.0,13.0
39,1,29,10,14,10,0,11.0,28.0
40,1,20,7,17,10,0,11.0,28.0
41,1,12,8,12,10,0,11.0,28.0
42,1,35,14,6,10,0,7.0,43.0
43,1,35,6,9,10,0,17.0,64.0
44,1,17,6,14,10,0,17.0,64.0
45,1,27,9,10,10,1,17.0,64.0
46,1,34,13,10,10,0,41.0,46.0
47,1,22,9,11,10,0,41.0,46.0
48,1,29,7,6,10,0,41.0,46.0
49,1,35,9,17,10,0,55.0,34.0
50,1,32,10,16,10,1,55.0,34.0
51,1,24,11,10,10,1,35.0,16.0
52,1,26,12,15,10,0,52.0,26.0
53,1,16,6,8,10,0,52.0,26.0
54,1,14,8,6,10,0,52.0,26.0
55,1,27,11,11,10,0,43.0,26.0
56,1,15,9,7,10,0,43.0,26.0
