id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,32,12,8,10,0,22.0,22.0
1,1,35,6,7,10,0,36.0,26.0
2,1,16,6,9,10,1,36.0,26.0
3,1,26,12,8,10,0,21.0,45.0
4,1,26,7,16,10,1,21.0,45.0
5,1,23,10,16,10,0,45.0,35.0
6,1,23,13,12,10,0,45.0,35.0
7,1,32,6,15,10,0,45.0,35.0
8,1,17,6,11,10,1,55.0,20.0
9,1,31,14,13,10,0,33.0,34.0
10,1,14,10,12,10,0,33.0,34.0
11,1,13,8,9,10,1,33.0,34.0
12,1,31,7,14,10,0,50.0,50.0
13,1,28,13,6,10,0,50.0,50.0
14,1,18,8,13,10,0,55.0,45.0
15,1,21,12,9,10,1,55.0,45.0
16,1,25,10,13,10,0,26.0,59.0
17,1,25,8,11,10,0,40.0,66.0
18,1,36,6,17,10,0,55.0,65.0
19,1,17,9,13,10,0,55.0,65.0
20,1,13,12,11,10,0,55.0,65.0
21,1,27,12,12,10,0,35.0,51.0
22,1,23,7,9,10,0,35.0,51.0
23,1,19,12,17,10,0,62.0,35.0
24,1,33,10,11,10,0,62.0,35.0
25,1,12,9,16,10,0,62.0,57.0
26,1,34,12,9,10,0,62.0,24.0
27,1,35,10,12,10,0,21.0,36.0
28,1,22,11,9,10,0,33.0,44.0
29,1,31,12,16,10,0,9.0,56.0
30,1,20,14,13,10,1,62.0,48.0
31,1,30,7,11,10,1,62.0,48.0
32,1,36,9,17,10,0,66.0,14.0
33,1,36,10,7,10,0,66.0,14.0
34,1,21,11,8,10,0,66.0,14.0
35,1,26,13,8,10,0,44.0,13.0
36,1,12,12,10,10,0,44.0,13.0
37,1,12,12,8,10,0,44.0,13.0
38,1,20,13,13,10,1,26.0,13.0
39,1,34,9,8,10,0,11.0,28.0
40,1,27,10,16,10,0,7.0,43.0
41,1,12,12,11,10,0,7.0,43.0
42,1,23,7,8,10,0,7.0,43.0
43,1,33,6,13,10,0,17.0,64.0
44,1,30,11,10,10,0,41.0,46.0
45,1,17,10,14,10,0,41.0,46.0
46,1,19,8,6,10,1,41.0,46.0
47,1,28,8,17,10,0,55.0,34.0
48,1,31,14,8,10,0,55.0,34.0
49,1,35,7,11,10,0,55.0,34.0
50,1,21,12,14,10,0,35.0,16.0
51,1,26,5,12,10,0,35.0,16.0
52,1,32,14,7,10,0,52.0,26.0
53,1,34,13,7,10,0,43.0,26.0
54,1,16,8,13,10,0,43.0,26.0
55,1,17,14,16,10,0,31.0,76.0
56,1,24,14,11,10,1,31.0,76.0
57,1,20,10,9,10,1,31.0,76.0
58,1,25,9,7,10,0,22.0,53.0
59,1,31,11,12,10,0,26.0,29.0
60,1,31,12,8,10,0,26.0,29.0
61,1,19,12,13,10,0,26.0,29.0
62,1,35,10,14,10,0,50.0,40.0
63,1,12,13,11,10,0,50.0,40.0
64,1,27,14,6,10,1,50.0,40.0
65,1,26,10,8,10,0,55.0,50.0
66,1,21,6,7,10,0,55.0,50.0
67,1,23,8,11,10,1,54.0,10.0
68,1,35,12,15,10,0,60.0,15.0
69,1,27,11,16,10,1,60.0,15.0
70,1,22,12,15,10,0,47.0,66.0
71,1,17,13,17,10,1,47.0,66.0
72,1,34,10,10,10,0,30.0,60.0
73,1,22,9,10,10,0,30.0,60.0
74,1,25,6,17,10,1,30.0,60.0
75,1,31,12,16,10,0,30.0,50.0
76,1,30,7,17,10,0,30.0,50.0
77,1,28,14,8,10,1,12.0,17.0
78,1,22,10,9,10,0,15.0,14.0
