id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,27,13,11,10,0,295.0,272.0
1,1,31,6,15,10,0,295.0,272.0
2,1,32,11,18,10,1,295.0,272.0
3,1,32,6,15,10,0,301.0,258.0
4,1,17,10,11,10,0,309.0,260.0
5,1,12,14,8,10,0,309.0,260.0
6,1,15,9,8,10,0,309.0,260.0
7,1,19,8,13,10,0,217.0,274.0
8,1,13,12,8,10,0,217.0,274.0
9,1,14,14,7,10,1,217.0,274.0
10,1,34,14,10,10,0,218.0,278.0
11,1,15,13,7,10,1,218.0,278.0
12,1,15,8,11,10,1,218.0,278.0
13,1,19,7,12,10,0,282.0,267.0
14,1,16,8,9,10,1,282.0,267.0
15,1,19,6,6,10,1,282.0,267.0
16,1,19,15,9,10,0,242.0,249.0
17,1,19,14,16,10,0,230.0,262.0
18,1,19,11,14,10,0,230.0,262.0
19,1,16,9,11,10,1,230.0,262.0
20,1,31,15,17,10,0,249.0,268.0
21,1,25,12,14,10,1,249.0,268.0
22,1,22,8,7,10,0,256.0,267.0
23,1,24,10,18,10,0,265.0,257.0
24,1,18,10,12,10,0,265.0,257.0
25,1,29,7,11,10,1,265.0,257.0
26,1,25,9,9,10,0,267.0,242.0
27,1,24,10,8,10,0,267.0,242.0
28,1,28,13,8,10,0,259.0,265.0
29,1,28,14,9,10,1,259.0,265.0
30,1,14,13,12,10,0,315.0,233.0
31,1,28,12,9,10,0,329.0,252.0
32,1,29,6,8,10,1,329.0,252.0
33,1,20,15,14,10,0,318.0,252.0
34,1,30,15,16,10,0,329.0,224.0
35,1,30,11,16,10,0,329.0,224.0
36,1,21,12,11,10,0,329.0,224.0
37,1,18,9,10,10,0,267.0,213.0
38,1,32,13,12,10,0,275.0,192.0
39,1,27,11,9,10,0,275.0,192.0
40,1,15,13,6,10,0,275.0,192.0
41,1,23,5,18,10,0,303.0,201.0
42,1,13,11,12,10,0,303.0,201.0
43,1,12,8,12,10,1,208.0,217.0
44,1,20,15,14,10,0,326.0,181.0
45,1,31,10,12,10,1,326.0,181.0
