id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,34,10,17,10,1,41.0,49.0
1,1,32,14,12,10,0,35.0,17.0
2,1,27,12,12,10,0,35.0,17.0
3,1,20,6,18,10,0,35.0,17.0
4,1,22,15,12,10,0,55.0,45.0
5,1,20,14,15,10,0,55.0,20.0
6,1,19,13,17,10,0,55.0,20.0
7,1,32,14,12,10,0,15.0,30.0
8,1,15,10,11,10,0,15.0,30.0
9,1,31,7,14,10,0,25.0,30.0
10,1,19,8,10,10,1,20.0,50.0
11,1,36,11,9,10,0,10.0,43.0
12,1,34,11,7,10,0,55.0,60.0
13,1,24,13,15,10,1,55.0,60.0
14,1,15,9,7,10,1,55.0,60.0
15,1,29,9,7,10,1,30.0,60.0
16,1,12,10,12,10,0,20.0,65.0
17,1,32,11,8,10,0,50.0,35.0
18,1,13,13,16,10,0,50.0,35.0
19,1,32,13,16,10,1,50.0,35.0
20,1,24,13,15,10,0,30.0,25.0
21,1,19,11,17,10,0,30.0,25.0
22,1,18,9,16,10,0,30.0,25.0
23,1,23,7,15,10,0,15.0,10.0
24,1,20,12,8,10,0,15.0,10.0
25,1,27,5,10,10,0,15.0,10.0
26,1,29,12,6,10,0,30.0,5.0
27,1,28,10,14,10,0,10.0,20.0
28,1,32,10,12,10,1,10.0,20.0
29,1,21,12,8,10,1,5.0,30.0
30,1,24,8,10,10,1,5.0,30.0
31,1,27,11,18,10,0,20.0,40.0
32,1,32,6,13,10,1,15.0,60.0
33,1,24,15,10,10,0,45.0,65.0
34,1,12,11,9,10,0,45.0,65.0
35,1,20,10,7,10,1,45.0,65.0
36,1,20,15,9,10,1,45.0,20.0
37,1,28,15,7,10,0,45.0,10.0
38,1,23,15,7,10,0,55.0,5.0
39,1,33,7,7,10,0,55.0,5.0
40,1,19,12,10,10,1,65.0,35.0
41,1,28,6,10,10,0,65.0,20.0
42,1,34,14,9,10,0,45.0,30.0
43,1,26,9,13,10,0,45.0,30.0
44,1,19,8,9,10,0,35.0,40.0
45,1,33,12,13,10,0,41.0,37.0
46,1,22,7,8,10,0,64.0,42.0
47,1,29,11,14,10,1,64.0,42.0
48,1,31,6,15,10,1,64.0,42.0
49,1,15,11,17,10,0,40.0,60.0
50,1,33,5,15,10,0,40.0,60.0
51,1,15,14,7,10,0,31.0,52.0
52,1,30,5,8,10,0,31.0,52.0
53,1,20,12,6,10,1,31.0,52.0
54,1,28,10,17,10,0,35.0,69.0
55,1,20,10,17,10,0,35.0,69.0
56,1,14,11,17,10,0,35.0,69.0
57,1,15,13,12,10,1,53.0,52.0
58,1,29,9,7,10,1,53.0,52.0
59,1,29,6,7,10,1,53.0,52.0
60,1,13,11,14,10,0,65.0,55.0
61,1,22,8,8,10,0,65.0,55.0
62,1,20,13,14,10,0,63.0,65.0
63,1,21,8,8,10,0,63.0,65.0
64,1,17,7,8,10,0,2.0,60.0
65,1,35,10,8,10,1,2.0,60.0
66,1,25,7,10,10,1,2.0,60.0
67,1,22,13,15,10,1,20.0,20.0
68,1,23,9,11,10,0,5.0,5.0
69,1,16,10,16,10,0,60.0,12.0
70,1,28,14,12,10,1,60.0,12.0
71,1,25,11,6,10,0,40.0,25.0
72,1,28,8,6,10,0,40.0,25.0
73,1,17,7,18,10,1,40.0,25.0
74,1,33,10,16,10,0,42.0,7.0
75,1,30,14,12,10,0,42.0,7.0
76,1,24,11,8,10,0,42.0,7.0
77,1,21,11,12,10,0,24.0,12.0
78,1,21,11,8,10,0,24.0,12.0
79,1,22,7,16,10,1,24.0,12.0
80,1,29,14,18,10,0,23.0,3.0
81,1,18,10,10,10,0,23.0,3.0
82,1,23,15,13,10,0,11.0,14.0
83,1,32,5,14,10,0,6.0,38.0
84,1,28,10,14,10,0,2.0,48.0
85,1,30,5,15,10,1,2.0,48.0
86,1,22,7,18,10,0,8.0,56.0
87,1,27,11,13,10,1,8.0,56.0
88,1,20,10,7,10,1,13.0,52.0
89,1,12,12,9,10,0,6.0,68.0
90,1,31,13,15,10,0,47.0,47.0
91,1,23,14,12,10,0,49.0,58.0
92,1,19,7,14,10,0,27.0,43.0
93,1,17,12,7,10,0,27.0,43.0
94,1,27,7,16,10,1,27.0,43.0
95,1,24,11,9,10,0,37.0,31.0
96,1,24,10,9,10,1,37.0,31.0
97,1,33,15,12,10,0,57.0,29.0
98,1,34,5,18,10,1,57.0,29.0
99,1,13,10,17,10,1,57.0,29.0
100,1,15,14,18,10,0,63.0,23.0
101,1,29,12,9,10,0,63.0,23.0
102,1,23,9,15,10,0,63.0,23.0
103,1,26,6,8,10,0,53.0,12.0
104,1,31,13,17,10,0,32.0,12.0
105,1,32,15,18,10,0,36.0,26.0
106,1,12,13,18,10,0,36.0,26.0
107,1,17,9,8,10,0,21.0,24.0
108,1,21,14,17,10,0,17.0,34.0
109,1,25,10,10,10,0,17.0,34.0
110,1,15,12,15,10,1,17.0,34.0
111,1,13,14,18,10,1,12.0,24.0
112,1,35,11,9,10,0,24.0,58.0
113,1,25,11,12,10,1,24.0,58.0
114,1,17,6,7,10,1,24.0,58.0
115,1,21,12,12,10,0,27.0,69.0
116,1,18,15,6,10,0,27.0,69.0
117,1,32,12,7,10,0,15.0,77.0
118,1,14,12,15,10,0,15.0,77.0
119,1,34,7,14,10,1,15.0,77.0
120,1,17,9,9,10,1,62.0,77.0
121,1,26,9,16,10,0,49.0,73.0
122,1,25,11,17,10,1,49.0,73.0
123,1,25,13,10,10,0,67.0,5.0
124,1,16,9,18,10,1,67.0,5.0
125,1,20,9,15,10,0,56.0,39.0
126,1,16,13,8,10,0,56.0,39.0
127,1,35,13,16,10,1,56.0,39.0
128,1,31,13,6,10,0,37.0,47.0
129,1,25,7,14,10,1,37.0,47.0
130,1,20,11,10,10,1,37.0,47.0
131,1,34,8,16,10,0,37.0,56.0
132,1,31,10,12,10,0,37.0,56.0
133,1,27,5,13,10,0,37.0,56.0
134,1,25,5,15,10,0,57.0,68.0
135,1,29,14,9,10,0,47.0,16.0
136,1,27,13,10,10,0,44.0,17.0
137,1,17,14,14,10,0,44.0,17.0
138,1,19,10,9,10,1,44.0,17.0
139,1,28,14,6,10,0,46.0,13.0
140,1,30,9,8,10,0,46.0,13.0
141,1,15,12,10,10,1,46.0,13.0
142,1,24,12,16,10,0,49.0,11.0
143,1,31,13,10,10,0,49.0,11.0
144,1,28,14,14,10,0,49.0,42.0
145,1,31,14,8,10,0,49.0,42.0
146,1,31,15,10,10,0,53.0,43.0
147,1,15,9,10,10,0,53.0,43.0
148,1,26,12,14,10,0,61.0,52.0
149,1,12,14,14,10,0,61.0,52.0
150,1,18,13,8,10,0,61.0,52.0
151,1,24,9,16,10,0,57.0,48.0
152,1,33,7,13,10,0,57.0,48.0
153,1,33,13,15,10,0,56.0,37.0
154,1,28,14,15,10,0,56.0,37.0
155,1,34,12,11,10,1,56.0,37.0
156,1,19,9,17,10,0,55.0,54.0
157,1,20,13,7,10,0,55.0,54.0
158,1,35,10,10,10,0,15.0,47.0
159,1,33,15,12,10,1,15.0,47.0
160,1,33,14,8,10,0,14.0,37.0
161,1,35,8,14,10,0,11.0,31.0
162,1,35,10,15,10,0,16.0,22.0
163,1,36,10,16,10,0,4.0,18.0
164,1,18,11,17,10,0,4.0,18.0
165,1,22,6,10,10,0,4.0,18.0
166,1,34,15,7,10,0,28.0,18.0
167,1,13,8,17,10,0,26.0,52.0
168,1,16,11,6,10,0,26.0,52.0
169,1,35,7,8,10,1,26.0,52.0
170,1,19,13,13,10,0,26.0,35.0
171,1,24,8,11,10,0,26.0,35.0
172,1,23,12,16,10,0,31.0,67.0
173,1,35,7,18,10,0,31.0,67.0
174,1,35,5,12,10,0,31.0,67.0
175,1,18,12,6,10,0,15.0,19.0
176,1,33,12,10,10,1,15.0,19.0
177,1,14,10,7,10,0,22.0,22.0
178,1,24,13,13,10,0,18.0,24.0
179,1,13,9,13,10,0,18.0,24.0
180,1,31,8,8,10,0,26.0,27.0
181,1,25,8,8,10,0,26.0,27.0
182,1,12,10,9,10,1,26.0,27.0
183,1,35,6,14,10,0,25.0,24.0
184,1,27,11,8,10,0,25.0,24.0
185,1,20,10,17,10,0,22.0,27.0
186,1,13,12,16,10,0,22.0,27.0
187,1,22,10,9,10,0,22.0,27.0
188,1,33,7,12,10,0,25.0,21.0
189,1,13,7,18,10,0,25.0,21.0
190,1,22,8,12,10,1,25.0,21.0
191,1,18,8,13,10,0,19.0,21.0
192,1,13,10,9,10,0,19.0,21.0
193,1,24,9,15,10,0,20.0,26.0
194,1,22,5,16,10,0,20.0,26.0
195,1,33,11,10,10,0,18.0,18.0
196,1,34,6,10,10,0,18.0,18.0
197,1,28,12,17,10,1,18.0,18.0
