id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,22,11,11,10,0,37.0,52.0
1,1,29,7,10,10,0,49.0,49.0
2,1,26,5,12,10,1,49.0,49.0
3,1,29,13,14,10,0,52.0,64.0
4,1,22,8,8,10,1,52.0,64.0
5,1,31,13,11,10,0,20.0,26.0
6,1,18,6,13,10,1,20.0,26.0
7,1,33,12,18,10,0,40.0,30.0
8,1,20,13,8,10,0,21.0,47.0
9,1,32,8,8,10,0,21.0,47.0
10,1,29,11,12,10,1,21.0,47.0
11,1,13,6,16,10,0,17.0,63.0
12,1,32,6,15,10,1,17.0,63.0
13,1,17,14,14,10,0,31.0,62.0
14,1,21,11,10,10,1,31.0,62.0
15,1,22,15,12,10,1,52.0,33.0
16,1,25,9,6,10,1,52.0,33.0
17,1,19,8,13,10,0,51.0,21.0
18,1,21,11,6,10,0,42.0,41.0
19,1,28,12,15,10,0,31.0,32.0
20,1,15,14,7,10,1,31.0,32.0
21,1,23,9,14,10,0,5.0,25.0
22,1,34,9,9,10,1,5.0,25.0
23,1,27,6,13,10,0,12.0,42.0
24,1,35,10,14,10,1,12.0,42.0
25,1,13,14,18,10,0,36.0,16.0
