id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,19,6,17,10,0,42.0,41.0
1,1,30,15,10,10,1,42.0,41.0
2,1,18,8,17,10,1,42.0,41.0
3,1,30,10,12,10,0,31.0,32.0
4,1,34,14,11,10,0,5.0,25.0
5,1,29,6,16,10,0,5.0,25.0
6,1,22,12,9,10,0,12.0,42.0
7,1,36,8,16,10,0,36.0,16.0
8,1,33,7,9,10,0,36.0,16.0
9,1,19,6,14,10,0,52.0,41.0
10,1,25,6,14,10,1,52.0,41.0
11,1,21,14,18,10,1,27.0,23.0
12,1,32,7,14,10,0,17.0,33.0
13,1,15,7,16,10,0,13.0,13.0
14,1,30,12,10,10,0,57.0,58.0
15,1,16,6,7,10,0,57.0,58.0
16,1,34,13,13,10,0,62.0,42.0
17,1,32,7,11,10,0,62.0,42.0
18,1,12,11,10,10,0,62.0,42.0
19,1,20,12,7,10,0,42.0,57.0
20,1,29,8,18,10,0,16.0,57.0
21,1,19,8,13,10,1,16.0,57.0
22,1,30,12,16,10,0,8.0,52.0
23,1,22,10,12,10,0,8.0,52.0
24,1,16,15,15,10,1,8.0,52.0
25,1,29,12,16,10,0,7.0,38.0
26,1,30,13,9,10,0,7.0,38.0
27,1,22,10,12,10,0,7.0,38.0
28,1,13,10,9,10,1,27.0,68.0
29,1,16,8,8,10,0,30.0,48.0
30,1,15,14,11,10,0,43.0,67.0
31,1,20,10,6,10,0,43.0,67.0
32,1,15,7,6,10,0,43.0,67.0
33,1,13,13,7,10,0,58.0,48.0
34,1,14,10,11,10,1,58.0,48.0
35,1,24,9,8,10,0,58.0,27.0
