id,quantity,length,width,height,weight,fragile,dest_x,dest_y
0,1,23,11,15,10,0,218.0,382.0
1,1,25,7,6,10,0,218.0,382.0
2,1,34,12,11,10,1,218.0,382.0
3,1,28,11,12,10,0,218.0,358.0
4,1,15,7,9,10,0,218.0,358.0
5,1,13,13,18,10,0,201.0,370.0
6,1,34,5,17,10,0,201.0,370.0
7,1,16,6,13,10,0,214.0,371.0
8,1,34,13,7,10,0,224.0,370.0
9,1,33,10,8,10,0,224.0,370.0
10,1,18,15,15,10,1,224.0,370.0
11,1,26,6,7,10,0,210.0,382.0
12,1,29,12,13,10,1,210.0,382.0
13,1,21,12,8,10,1,210.0,382.0
14,1,30,15,17,10,0,104.0,354.0
15,1,30,12,7,10,1,104.0,354.0
16,1,30,15,11,10,0,126.0,338.0
17,1,23,9,18,10,0,126.0,338.0
18,1,32,6,17,10,0,119.0,340.0
19,1,29,8,12,10,0,119.0,340.0
20,1,34,11,12,10,1,119.0,340.0
21,1,26,10,17,10,0,129.0,349.0
22,1,16,10,16,10,0,129.0,349.0
23,1,23,8,12,10,0,129.0,349.0
24,1,24,8,17,10,1,126.0,347.0
25,1,22,6,9,10,1,126.0,347.0
26,1,34,10,8,10,0,125.0,346.0
27,1,24,8,14,10,0,125.0,346.0
28,1,19,10,11,10,0,125.0,346.0
29,1,34,8,17,10,0,116.0,355.0
30,1,34,9,8,10,0,126.0,335.0
31,1,21,10,6,10,0,126.0,335.0
32,1,21,9,13,10,0,125.0,355.0
33,1,17,9,11,10,0,125.0,355.0
34,1,24,9,14,10,1,119.0,357.0
35,1,30,8,13,10,0,115.0,341.0
36,1,34,5,9,10,0,115.0,341.0
37,1,31,15,13,10,0,153.0,351.0
38,1,33,13,9,10,0,153.0,351.0
39,1,32,6,17,10,0,153.0,351.0
40,1,18,11,17,10,0,175.0,363.0
41,1,25,7,14,10,0,180.0,360.0
42,1,30,6,6,10,0,180.0,360.0
43,1,34,8,9,10,1,180.0,360.0
44,1,15,8,13,10,0,159.0,331.0
45,1,25,14,16,10,0,188.0,357.0
46,1,22,12,12,10,0,188.0,357.0
47,1,14,7,15,10,1,152.0,349.0
48,1,30,11,12,10,0,215.0,389.0
49,1,15,12,10,10,0,215.0,389.0
50,1,16,7,7,10,0,215.0,389.0
51,1,15,7,13,10,0,212.0,394.0
52,1,13,14,18,10,1,212.0,394.0
53,1,25,11,9,10,0,188.0,393.0
54,1,22,5,11,10,1,188.0,393.0
55,1,22,14,16,10,0,207.0,406.0
56,1,25,15,14,10,0,184.0,410.0
57,1,18,8,16,10,0,184.0,410.0
58,1,21,13,7,10,0,184.0,410.0
59,1,18,15,15,10,0,207.0,392.0
60,1,28,7,11,10,0,207.0,392.0
61,1,26,9,8,10,0,207.0,392.0
